,Season,Sentence,labels
20287,Season 7,Shall we begin?,fear
20288,Season 7,"On a night like this, you came into the world.",disgust
20289,Season 7,I remember that storm. All the dogs in King's Landing howled through the night.,fear
20290,Season 7,I wish I could remember it.,surprise
20291,Season 7,I always thought this would be a homecoming. It doesn't feel like home.,neutral
20292,Season 7,We won't stay on Dragonstone for long.,neutral
20293,Season 7,Good.,neutral
20294,Season 7,Not so many lions.,neutral
20295,Season 7,"Cersei controls fewer than half the Seven Kingdoms. The lord of Westeros despise her. Even before your arrival, they plotted against her. Now...",anger
20296,Season 7,They cry out for their true queen? They drink secret toasts to my health?,anger
20297,Season 7,"People used to tell my brother that sort of thing, and he was stupid enough to believe them.",anger
20298,Season 7,"If Viserys had three dragons and an army at his back, he'd have invaded King's Landing already.",neutral
20299,Season 7,Conquering Westeros would be easy for you. But you're not here to be queen of the ashes.,anger
20300,Season 7,No.,neutral
20301,Season 7,"We can take the Seven Kingdoms without turning it into a slaughterhouse. If the great houses support your claim against Cersei, the game is won. With the Tyrell army and the Dornish on our side, we have powerful allies in the south.",neutral
20302,Season 7,I never properly thanked you for that.,sadness
20303,Season 7,"They joined our side, my queen, because they believe in you.",neutral
20304,Season 7,"You served my father, didn't you, Lord Varys?",disgust
20305,Season 7,I did.,neutral
20306,Season 7,And then you served the man who overthrew him?,disgust
20307,Season 7,"I had a choice, Your Grace--serve Robert Baratheon or face the headman's axe.",anger
20308,Season 7,But you didn't serve him long. You turned against him.,anger
20309,Season 7,"Robert was an improvement on your father, to be sure. There have been few rulers in history as cruel as the Mad King. Robert was neither mad nor cruel. He simply had no interest in being king.",disgust
20310,Season 7,So you took it upon yourself to find a better one.,neutral
20311,Season 7,"Your Grace, when I was ready to drink myself into a small coffin, Lord Varys told me about a queen in the east who--",disgust
20312,Season 7,"Before I came to power, you favored my brother. All your spies, your little birds, did they tell you Viserys was cruel, stupid, and weak? Would those qualities have made for a good king in your learned opinion?",disgust
20313,Season 7,"Until your marriage to Khal Drogo, Your Grace, I knew nothing about you, save your existence and that you were said to be beautiful.",neutral
20314,Season 7,So you and your friends traded me like a prized horse to the Dothraki.,neutral
20315,Season 7,Which you turned to your advantage.,neutral
20316,Season 7,Who gave the order to kill me?,anger
20317,Season 7,King Robert.,neutral
20318,Season 7,Who hired the assassins?,neutral
20319,Season 7,Who sent word to Essos to murder Daenerys Targaryen?,anger
20320,Season 7,"Your Grace, I did what had to be done to--",neutral
20321,Season 7,To keep yourself alive.,neutral
20322,Season 7,Lord Varys has proven himself a loyal servant.,neutral
20323,Season 7,"Proven himself loyal? Quite the opposite. If he dislikes one monarch, he conspires to crown the next one. What king of a servant is that?",disgust
20324,Season 7,"The kind the realm needs. Incompetence should not be rewarded with blind loyalty. As long as I have my eyes, I'll use them. I wasn't born into a great house. I came from nothing. I was sold as a slave and carved up as an offering. When I was a child, I lived in alleys, gutters, abandoned houses. You wish to know where my true loyalties lie? Not with any king or queen, but with the people. The people who suffer under despots and prosper under just rule. The people whose hearts you aim to win. If you demand blind allegiance, I respect your wishes. Grey Worm can behead me or your dragons can devour me. But if you let me live, I will serve you well. I will dedicate myself to seeing you on the Iron Throne because I choose you. Because I know the people have no better chance than you.",neutral
20325,Season 7,"Swear this to me, Varys. If you ever think I'm failing the people, you won't conspire behind my back. You'll look me in the eye as you have done today, and you'll tell me how I'm failing them.",fear
20326,Season 7,"I swear it, my queen.",anger
20327,Season 7,"And I swear this--if you ever betray me, I'll burn you alive.",anger
20328,Season 7,I would expect nothing less from the Mother of Dragons.,neutral
20329,Season 7,"Forgive me, my queen. A red priestess from As'shai has come to see you.",anger
20330,Season 7,"Queen Daeneys, I was a slave once, bought and sold, scourged and branded. It is an honor to meet the Breaker of Chains.",disgust
20331,Season 7,The Red Priests helped bring peace to Meereen. You are very welcome here. What is your name?,joy
20332,Season 7,I am called Melisandre.,neutral
20333,Season 7,"She once served another who wanted the Iron Throne. It didn't end well for Stannis Baratheon, did it?",disgust
20334,Season 7,"No, it didn't.",neutral
20335,Season 7,You chose an auspicious day to arrive at Dragonstone.,neutral
20336,Season 7,We've just decided to pardon those who served the wrong king.,neutral
20337,Season 7,"The Lord of Light doesn't have many followers in Westeros, does he?",neutral
20338,Season 7,Not yet. But even those who don't worship the Lord can serve his cause.,neutral
20339,Season 7,What does your Lord expect from me?,anger
20340,Season 7,The Long Night is coming. Only the prince who was promised can bring the dawn.,neutral
20341,Season 7,The prince who was promised will bring the dawn. I'm afraid I'm not a prince.,fear
20342,Season 7,"Your Grace, forgive me, but your translation is not quite accurate. That noun has no gender in High Valyrian, so the proper translation for that prophecy would be the prince or princess who was promised will bring the dawn.",neutral
20343,Season 7,"Doesn't really roll off the tongue, does it?",disgust
20344,Season 7,"No, but I like it better.",joy
20345,Season 7,And you believe this prophecy refers to me?,surprise
20346,Season 7,"Prophecies are dangerous things. I believe you have a role to play, as does another. The King in the North, Jon Snow.",fear
20347,Season 7,Jon Snow? Ned Stark's bastard?,anger
20348,Season 7,You know him?,surprise
20349,Season 7,I traveled with him to the Wall when he joined the Night's Watch.,fear
20350,Season 7,"And why do you think the Lord of Light singled out this Jon Snow aside from the visions you've seen in the flames, that is?",surprise
20351,Season 7,As Lord Commander of the Night's Watch he allowed the Wildlings south of the Wall to protect them from great danger. As King in the North he has united those Wildlings with the northern houses so together they may face their common enemy.,fear
20352,Season 7,He sounds like quite a man.,neutral
20353,Season 7,"Summon Jon Snow. Let him stand before you and tell you things that have happened to him, the things that he has seen with his own eyes.",anger
20354,Season 7,"I can't speak to prophecies or visions in the flames, but I like Jon Snow and I trusted him, and I am an excellent judge of character.",joy
20355,Season 7,"If he does rule the north, he would make a valuable ally. The Lannisters executed his father and conspired to murder his brother. Jon Snow has even more reason to hate Cersei than you do.",anger
20356,Season 7,Very well. Send a raven north. Tell Jon Snow that his Queen invites him to come to Drangonstone...and bend the knee.,neutral
20357,Season 7,Do you think it's really Tyrion? It could be someone trying to lure you into a trap.,neutral
20358,Season 7,Read the last bit.,neutral
20359,Season 7,"All dwarfs are bastards in their father's eyes."" What does that mean?",disgust
20360,Season 7,It's something he said to me the first night we met. You know him better than any of us. What do you think?,surprise
20361,Season 7,"Tyrion is not like the other Lannisters. He was always kind to me, but it's too great a risk. ""The Seven Kingdoms will bleed as long as Cersei sits on the Iron Throne. Join us. Together we can end her tyranny.""",neutral
20362,Season 7,"Sounds like a charmer. Of course, the casual mention of a Dothraki horde, a legion of Unsullied and three dragons, a bit less charming.",joy
20363,Season 7,What?,surprise
20364,Season 7,"Fire kills Whites, you told me. What breathes fire?",anger
20365,Season 7,You're not suggesting Jon meet with her?,surprise
20366,Season 7,"No, too dangerous.",fear
20367,Season 7,But?,surprise
20368,Season 7,"But if the Army of the Dead makes it passed the Wall, do we have enough men to fight them?",neutral
20369,Season 7,"If the Mad King's daughter takes the Iron Throne, she will destroy the Realm as we know it. Some of you are bannermen of House Tyrell. But House Tyrell is in open rebellion against the Crown. With their help the Mad King's daughter has ferried an army of savages to our shores. Mindless Unsullied soldiers who will destroy your castles and your holdfasts. Dothraki heathens who will burn your villages to the ground, rape and enslave your women, and butcher your children without a second thought. This is how Olenna Tyrell rewards centuries of service and loyalty.",anger
