Season,Sentence,labels
Season 6,We have Winterfell. They don't have the men for a siege. All we have to do is wait.,neutral
Season 6,"You suggested one on one combat, didn't you?",neutral
Season 6,I've reconsidered. I think that sounds like a wonderful idea.,joy
Season 6,We're going to bury my brother in the crypt next to my father.,sadness
Season 6,Jon.,neutral
Season 6,Where is he?,neutral
Season 6,"Ah. Sansa. Hello, Sansa. Is this where I'll be staying now? No. Our time together is about to come to an end. That's all right. You can't kill me. I'm part of you now.",neutral
Season 6,Your words will disappear. Your house will disappear. Your name will disappear. All memory of you will disappear.,anger
Season 6,My hounds will never harm me.,fear
Season 6,You haven't fed them in seven days. You said it yourself.,neutral
Season 6,They're loyal beasts.,neutral
Season 6,They were. Now they're starving.,disgust
Season 6,Sit. Down! Down! Down! Down! Down!,anger
Season 6,Your Grace. The trial will be getting underway soon.,neutral
Season 6,You got my money?,surprise
Season 6,Later. Go away.,anger
Season 6,Grand Maester.,disgust
Season 6,Ser Loras Tyrell. Are you prepared to stand trial and profess your guilt or innocence before the Seven?,neutral
Season 6,There'll be no need for a trial. I confess before the Seven and freely admit to my crimes.,sadness
Season 6,To which crimes will you be confessing?,disgust
Season 6,All of them. I lay with other men including the traitor Renly Baratheon.,disgust
Season 6,"I perjured myself before the gods. I am guilty of depravity… dishonesty, profligacy, and arrogance. I see that now. I humble myself before the Seven and accept whatever punishment the gods deem just.",disgust
Season 6,"The gods' judgment is fierce, but also fair. The Warrior punishes those who believe themselves beyond the reach of justice. But the Mother shows her mercy to those who kneel before her.",disgust
Season 6,I take full responsibility for my many sins and unburden myself of my desires. My only remaining wish is to devote my life to the Seven. May I be a living example of their grace for others to witness.,sadness
Season 6,You understand fully what this means?,neutral
Season 6,I do. I will abandon the Tyrell name and all that goes with it. I will renounce my lordship and my claims on Highgarden. I will never marry and I will never father children.,sadness
Season 6,Brother Loras…,neutral
Season 6,I ask you to dedicate your life to the seven gods.,neutral
Season 6,Will you fight to defend your faith against heretics and apostates?,neutral
Season 6,I will.,neutral
Season 6,"No, I can't let them…",sadness
Season 6,"Faith is the way, Father.",neutral
Season 6,All right. I'm ready.,neutral
Season 6,"I have to go, I'm-- I'm late for the trial.",sadness
Season 6,You mutilated him. You gave me your word.,disgust
Season 6,"I've kept my word. Once the queen mother's trial is concluded, Brother Loras is free to leave.",neutral
Season 6,And where is the queen mother?,neutral
Season 6,Her litter never left the Red Keep.,disgust
Season 6,It appears the queen mother doesn't wish to attend her own trial.,sadness
Season 6,Go to the Red Keep and show her the way.,neutral
Season 6,Get the others.,neutral
Season 6,Where's the king?,neutral
Season 6,"Elsewhere, I'm afraid.",fear
Season 6,What's the meaning of this? I was told that-- I have more important things to do with my time than waste them in the presence--,neutral
Season 6,"Please, Grand Maester. I bear you no ill will. Please forgive me if you can.",sadness
Season 6,"This pains me, my lord. Whatever your faults, you do not deserve to die alone in such a cold, dark place. But sometimes before we can usher in the new, the old must be put to rest.",sadness
Season 6,"The longer you wait, the worse it'll be for you.",disgust
Season 6,What are you doing?,surprise
Season 6,There's something wrong.,neutral
Season 6,"You have nothing to fear, Your Grace. The trial will begin shortly.",fear
Season 6,Cersei is not here. Tommen is not here. Why do you think they are not here?,surprise
Season 6,"If the accused is not here, she will be tried regardless. We cannot escape the justice of the gods--",neutral
Season 6,"Forget about the bloody gods and listen to what I'm telling you. Cersei understands the consequences of her absence and she is absent anyway, which means she does not intend to suffer those consequences. The trial can wait. We all need to leave.",anger
Season 6,We all need to leave now!,anger
Season 6,Loras. Stay with me.,neutral
Season 6,Let me through. Let me through. Get out of my way.,anger
Season 6,Let us through!,neutral
Season 6,Confess. Confess.,neutral
Season 6,No.,neutral
Season 6,Confess.,neutral
Season 6,"Confess. It felt good. Beating me, starving me, frightening me, humiliating me. You didn't do it because you cared about my atonement. You did it because it felt good. I understand. I do things because they feel good. I drink because it feels good. I killed my husband because it felt good to be rid of him. I fuck my brother because it feels good to feel him inside me. I lie about fucking my brother… because it feels good to keep our son safe from hateful hypocrites. I killed your High Sparrow… and all his little sparrows… all his septons, all his septas, all his filthy soldiers, because it felt good to watch them burn. It felt good to imagine their shock and their pain. No thought has ever given me greater joy. Even confessing feels good under the right circumstances.",disgust
Season 6,You've always been quiet.,neutral
Season 6,I said my face would be the last thing you saw before you died. Do you remember?,neutral
Season 6,Good. I'm glad to see your face. I'm ready to meet the gods.,joy
Season 6,What? Now? Today? You're not going to die today. You're not going to die for quite a while. Ser Gregor.,surprise
Season 6,"This is Ser Gregor Clegane. He's quiet, too.",neutral
Season 6,Your gods have forsaken you. This is your god now.,anger
Season 6,Shame.,disgust
Season 6,"I'm very sorry, Your Grace. Very sorry.",sadness
Season 6,For House Lannister!,neutral
Season 6,Hear me roar!,anger
Season 6,For House Frey!,neutral
Season 6,We stand together!,anger
Season 6,"May we stand together through the centuries, good friends to the last.",neutral
Season 6,"And when we drive our swords through our enemies' hearts, may we speak the words of our alliance, “The Freys and the Lannisters send their regards.”",neutral
Season 6,"You don't even have to do anything, do you?",anger
Season 6,"You just sit there, a rich slab of beef, and all the birds come pecking.",neutral
Season 6,You're welcome to her.,neutral
Season 6,She doesn't want me. She wants your golden fingers up her twat.,anger
Season 6,Those two have their eyes on you.,disgust
Season 6,"They have their eyes on you, cunt.",disgust
Season 6,Not my type.,neutral
Season 6,Not blonde enough?,neutral
Season 6,"Ladies, have you met Ser Bronn of the Blackwater, hero of the Battle of Blackwater Bay.",neutral
Season 6,There you go.,neutral
Season 6,Maybe I'm not in the mood.,neutral
Season 6,Fuck it.,anger
Season 6,No need to call me ser just because I'm an anointed knight.,neutral
Season 6,This came together rather well. Your father would be pleased.,joy
Season 6,I'm sure he would be.,neutral
Season 6,Edmure is back in a cell. Can't go killing my son by law. It wouldn't be right. Give the family a bad name.,anger
Season 6,"So the famous Blackfish killed by footsoldiers, eh? Legendary warrior, everyone said.",neutral
Season 6,"Have you done much fighting yourself, Lord Frey?",neutral
Season 6,I'm a bit old for all that.,neutral
Season 6,"No, but back in your day.",neutral
Season 6,"The purpose of fighting is defeating your enemies, isn't it?",neutral
Season 6,I've defeated mine. Riverrun belonged to House Tully for a thousand years. Now it's mine. What do you call that? Victory.,neutral
Season 6,"Yes, you're a great conqueror.",neutral
Season 6,"Go on, mock me, boy. You think I mind? The Tullys mocked me for years. The Starks mocked me. Where are they now? You talk about war as if you're an expert but the one battle I remember you fighting, you were captured by Robb Stark, the Young Wolf. But it doesn't matter. Here we are now, two kingslayers. We know what it's like to have them grovel to our faces and snigger behind our backs. We don't mind, do we? Fear is a marvelous thing.",anger
Season 6,"They don't fear the Freys, though. They fear the Lannisters. We gave you the Riverlands to hold the Riverlands. If we have to ride north and take them back for you every time you lose them, why do we need you?",fear
Season 6,Show me.,neutral
Season 6,"Your Grace, there's no need--",neutral
Season 6,"What are your thoughts concerning the king's funeral? As the Sept of Baelor is no longer an option, perhaps a ceremony in the throne room?",neutral
Season 6,"He should be with his grandfather, his brother, his sister. Burn him and bury his ashes where the sept once stood.",anger
Season 6,Hello.,neutral
Season 6,From Lord Commander Snow at Castle Black.,neutral
Season 6,I'm-- I'm to be the new maester.,neutral
Season 6,Oh.,neutral
Season 6,"According to our records, Jeor Mormont is Lord Commander.",neutral
Season 6,He died.,sadness
Season 6,We received no report from the maester at Castle Black.,sadness
